step,time,mean_damage,max_damage,mean_cytokine,max_cytokine,mean_ecm,max_ecm,mean_repair,mean_penetration,mean_necrosis,mean_activation_NFkB,mean_STAT3_IL6,mean_IFN,mean_cytotoxicity,mean_exhaustion,mean_TGFb_suppression,mean_repair_program
20,0.8999999999999999,0.00018821040344300477,0.0021778103451488558,0.011578685095146295,0.8303912155458686,0.16222822436079784,0.614393063465675,0.028290426919272957,0.001029105978460076,0.0,0.20677443122272418,0.22428388430003504,0.2493683251461126,0.14292861331978907,0.4450847821678632,0.09889791270449858,0.2105120093633634
21,0.945,0.0002021133359071954,0.0023380499820942076,0.01214507928101863,0.8579023429981896,0.1643860788781842,0.6175274984750967,0.028989567293379752,0.0010693926189687495,0.0,0.20732320691878103,0.22537982253554564,0.24976423164670167,0.14210116790208205,0.45075592675427817,0.09850498086743267,0.21000195978293532
22,0.99,0.00021651981500560294,0.0025047267032456103,0.012713404945683062,0.8963253159138855,0.1665497548529389,0.6202203627974965,0.02965115869394999,0.00111191032983943,0.0,0.2081623249493047,0.2265091090327221,0.2502105505773982,0.14149342250779492,0.4559714393620705,0.09812127004572543,0.20942152975279335
23,1.035,0.00023145851502144788,0.0026781015374752128,0.013282015943321925,0.917064438989661,0.1687055350647391,0.6233321099961697,0.03027957929140031,0.0011516148417340076,0.0,0.20858058271283464,0.2274153229303021,0.25065800292696994,0.14111313028852307,0.4606332869902738,0.09789258208457605,0.20911752673208772
24,1.08,0.00024707858662899307,0.002858445840834765,0.013852547392333736,0.9371615772514148,0.17085770355633978,0.6262213136373317,0.0308779489767092,0.0011951075566021198,0.0,0.20950159231174492,0.22869254020400234,0.25144881899043836,0.1410538747056395,0.46536484625322394,0.09790274491112474,0.20899425868233232
25,1.125,0.000263295448103589,0.00304604167658978,0.01442517406348556,0.9718812077303631,0.17300190281480896,0.6294189795353168,0.03144851380899737,0.0012375652432967655,0.0,0.21055094544370018,0.2300788794410484,0.2521457253250539,0.14084786332202331,0.47037860443706897,0.09803571861054493,0.20898335618653063
26,1.17,0.0002801472129704353,0.003241182206322206,0.015001050612257353,1.0281585955109687,0.17516371552617543,0.6323193678147364,0.031993263449587216,0.001284515818788995,0.0,0.21204910543731906,0.23185495608407847,0.25330854282881216,0.14107636955195257,0.4757450440311802,0.09822454065395282,0.209074604596939
27,1.2149999999999999,0.0002976370039658496,0.003444172092138524,0.015579686411228,1.048068665723958,0.17732112589626225,0.635635276631499,0.03251361415506142,0.0013305769856296725,0.0,0.21347409357814673,0.2334718416054145,0.25449695266944006,0.1414401708542831,0.48078112147875324,0.09867585006350868,0.2092066346507692
28,1.26,0.0003158302509103047,0.0036553279099886355,0.01616164325752862,1.1030064984620438,0.17947304040338924,0.6385510160137594,0.033010826410071255,0.0013751496376978643,0.0,0.2150330192449797,0.23509520196398853,0.2556771374650335,0.14175419211223064,0.4854782568758904,0.09911114457415515,0.209366354542587
29,1.305,0.0003349375353022158,0.0038749785740660255,0.016744615822501408,1.1209650116525072,0.18162559694597452,0.641919981821176,0.03348746631740079,0.0014200401872150872,0.0,0.21593943046599076,0.2363173685154942,0.25642461870550315,0.14176086386095893,0.4899890284199194,0.0996324591016909,0.2096723826455095
30,1.3499999999999999,0.0003548685954573365,0.004103465772221358,0.017329228820605388,1.1354440178030136,0.18378244022826778,0.6449504014588038,0.03394463347392077,0.0014677575485804303,0.0,0.21708525287931518,0.23766349468928002,0.2572076381245467,0.14162560628871118,0.494706534282566,0.10022821848334734,0.21000864554564774
31,1.395,0.0003754494015940916,0.004341144412279656,0.017916308962415306,1.1616460507188997,0.1859280965935573,0.6476565084479478,0.03438360427793083,0.001518352857712696,0.0,0.2185428094562191,0.23923911327090963,0.2579143503733745,0.14129878254070236,0.4999581272275746,0.10095669724875668,0.21039135831798408
32,1.44,0.0003972787729571781,0.004588383079105385,0.01850534659936914,1.176823161785013,0.18807263170077704,0.6506839433213822,0.0348052508042365,0.0015679828421166584,0.0,0.2198468209408918,0.24070829725969797,0.25888085029882546,0.14135065805689956,0.5047678494711875,0.10163896296196914,0.21078692982847186
33,1.4849999999999999,0.0004196631542360679,0.004845564502209945,0.019095580852335394,1.1811516329709537,0.19021624827086003,0.6537920285971865,0.03521164828248184,0.0016216317879789875,0.0,0.22100067716881994,0.24215505402190285,0.2597523569914804,0.14120625784849047,0.5100368037092208,0.10243574666516615,0.21130490900233503
34,1.53,0.0004427102548655603,0.00511308603364211,0.019685280192143998,1.1769629851449608,0.19235561041328378,0.6569224488487807,0.035602868867194944,0.0016735999393370873,0.0,0.22162101418095156,0.2431233248925462,0.25970281805038636,0.14038358498467335,0.5149249546920968,0.10334467557475577,0.21176825261755342
35,1.575,0.000466799962732496,0.005391360135843737,0.020275981909794138,1.1787545516344196,0.1944891267257467,0.6600396495400004,0.035980364740356395,0.001725346407217333,0.0,0.22270715837466304,0.24445876478000983,0.2598523588165575,0.13974503725859663,0.519877632434912,0.10417782192800719,0.21230228554351532
36,1.6199999999999999,0.0004920409005570311,0.005680814879090412,0.020870455966583754,1.1917466325166728,0.19661631044476494,0.6630411804858003,0.03634686189167012,0.0017809001477660782,0.0,0.22470299186316428,0.24669258499383148,0.2605938283552671,0.13981306780760813,0.5257666593835484,0.10511526547638753,0.21302788413305354
37,1.665,0.0005181034134837854,0.0059818944480696185,0.021469227655001286,1.2049867504540765,0.19873752757158694,0.6661336129325033,0.036703500149042334,0.0018379898864503436,0.0,0.22696472991790984,0.2492267981624094,0.26203011600924014,0.14029609234628063,0.5322816106337933,0.10615861258955815,0.2138188334886692
38,1.71,0.0005454018456098683,0.00629505965707732,0.022070487783881158,1.2157787102120643,0.20085020244475701,0.6688430478285124,0.03704924263168673,0.0018916143737937633,0.0,0.22865178880999693,0.2511702458171886,0.2630297597590076,0.14034775389088908,0.5380664866133581,0.10719876638486824,0.21447608287445064
39,1.755,0.0005736393397471767,0.006620788473237593,0.022675047435952576,1.22932771436176,0.20297715036296338,0.6720339469397841,0.03738313178317517,0.0019467418448604883,0.0,0.23056014470301553,0.2531414912769067,0.26395128251138317,0.14022813193220188,0.5437794887954763,0.10809919875223056,0.2150083690442862
40,1.7999999999999998,0.0006032849653285629,0.0069595765470691,0.02328210610802226,1.248688252489386,0.2050915387246945,0.6752961019925343,0.037706527360723045,0.001999729318905056,0.0,0.23217971352596525,0.2549104397683149,0.2648015706126196,0.13997624809821937,0.5491977918785667,0.10896987450027922,0.2156042203333965
41,1.845,0.0006339776288596826,0.007311937749636764,0.023891364780909415,1.2596854326938605,0.20721549306715362,0.6781231634177632,0.03802056936503819,0.002051106770663778,0.0,0.23368203327032802,0.2566393121128881,0.26610115363620995,0.14046383800816845,0.5538881643452338,0.10978911631055856,0.2162554595291121
42,1.89,0.0006655741344841684,0.0076784047154371555,0.024503483101156295,1.30088541796863,0.20933244281484722,0.6808002705276917,0.03832556620205202,0.0021049022359027583,0.0,0.23538816261850476,0.2584995873520419,0.26722243077843766,0.14081406470515143,0.5586117452243701,0.11048449302172988,0.2168978682335244
43,1.9349999999999998,0.0006986387216608742,0.008059529390071879,0.025118745574929727,1.31120569867324,0.21145680327451527,0.6837097292554899,0.0386217823431197,0.0021588261832523126,0.0,0.23718849685177987,0.260381883776037,0.2691769381743732,0.1418223350436623,0.5630985396223454,0.11134866923852649,0.21752416969265098
44,1.98,0.0007329511236719389,0.00845588358166497,0.025736440478284456,1.3271718126478667,0.21356704364104753,0.686703758681892,0.03890955124629664,0.0022088610766345536,0.0,0.23874201769009526,0.2620346102125427,0.2707743455876954,0.14240966865899252,0.5672290660595352,0.11220029358941402,0.21813497511787594
45,2.025,0.0007684555475210885,0.008868059514878108,0.02635511064410054,1.3342290845252718,0.2156782503287623,0.6897587753282749,0.03918815289238835,0.0022577326798470855,0.0,0.2397685494152683,0.2632877187176761,0.2720124312866531,0.1429130238785656,0.5708110182847528,0.11276641955700538,0.21864898011982262
46,2.07,0.0008056112079495916,0.009296670386271749,0.026976160842575755,1.368105257180062,0.21776974637045035,0.6927797592939259,0.03945677828815368,0.0023138684274428604,0.0,0.24134080349840198,0.2649674434365241,0.2743593797176325,0.14430648761332585,0.5748805917261617,0.11327159198947809,0.219072349473873
47,2.1149999999999998,0.0008445029666003421,0.00974235091965159,0.02760005729198562,1.4071748120182885,0.2198722391592631,0.6954884234309133,0.039714986265274754,0.0023683040504951804,0.0,0.24303728792817045,0.26670042218024576,0.2763432832255626,0.14544104646879139,0.5789048288946096,0.11370290727598278,0.219414680082607
48,2.16,0.0008849792971106576,0.01020575791992826,0.028225451542190225,1.4226749292770382,0.22196607540051572,0.6981176168216265,0.039963030528412935,0.002427755265556275,0.0,0.24431766460283977,0.26809739627309703,0.2782068568136515,0.146364889693491,0.5824696203137644,0.11412238273223825,0.21973481018931257
49,2.205,0.0009273149926148131,0.010687570823904835,0.0288516451534457,1.4350872557913683,0.22406212823889282,0.7012532913656674,0.040203071030893205,0.002489696755597779,0.0,0.24542860843359013,0.2694193690874735,0.27979714129473837,0.1467643170553948,0.5866380651587635,0.1147009177970569,0.22019753329069008
50,2.25,0.0009709692028011273,0.011188492246292083,0.029479312540555445,1.4608291663207473,0.22615066680495505,0.7042923577094513,0.04043573455837682,0.0025520669917708026,0.0,0.24679563292643944,0.27093284256531813,0.28167568436863166,0.14741837440699673,0.5908645090352111,0.11536375295924216,0.22067999491469684
51,2.295,0.0010162587779664453,0.011709248519136002,0.030107937468738893,1.5108944366987829,0.22823852196097452,0.707298745693435,0.040660189079608555,0.0026121859340777313,0.0,0.2479123325397066,0.27214009163138786,0.28305551429217923,0.14774533067210452,0.5944741146160438,0.11588881029615077,0.22105447350464463
52,2.34,0.0010635442235391902,0.012250590222727474,0.030740236232318204,1.5476176209622587,0.23033063569290765,0.7099019158314874,0.04087857367338587,0.0026768860782355013,0.0,0.24990674353904477,0.2741611581264337,0.2844790979148258,0.14830174938527885,0.598884634181828,0.11661116225734924,0.22158034784335276
53,2.385,0.0011131898352714667,0.012813292705950255,0.03137549016925655,1.56840489639848,0.232425345898411,0.7126547407975262,0.04109215812362543,0.002739018984674484,0.0,0.2516141666695353,0.2759092459308616,0.2856019075074708,0.14829895100671198,0.6030790526740967,0.11733470167340732,0.22217894038371602
54,2.4299999999999997,0.0011645290174263556,0.013398156593912481,0.03201284984406148,1.5998940685855954,0.23450626398668373,0.7153227585749279,0.04130201691371831,0.002802193963316479,0.0,0.25311437500545353,0.27753834035619074,0.28641752619797,0.1481196803815022,0.6072533576816461,0.11823226326155788,0.2228493328715651
55,2.475,0.001217547528192404,0.014006008280631789,0.03265288664365215,1.6171606784154322,0.23659721892724242,0.718359470257147,0.04150771466937392,0.002871736172684646,0.0,0.25479743798401633,0.2792772575918024,0.28729176459187833,0.1480022107439326,0.6116942121927526,0.11918426711066532,0.22346844639741234
56,2.52,0.001273078643219689,0.014637700404312523,0.03329500264872137,1.6321962327767239,0.23868478940840365,0.7210938706324757,0.041709433303255876,0.0029399499653960893,0.0,0.25627186799332397,0.2807366560137612,0.28801909398619474,0.14807596375125595,0.6148595415586032,0.12015469125569346,0.22407978010844706
57,2.565,0.0013307243575326967,0.015294112302851891,0.03393904165734412,1.6427466135779072,0.24076114102459978,0.724166434005553,0.04190628141730615,0.003003931293970019,0.0,0.25759531161611204,0.282007610821547,0.2891641305454166,0.1485599140219801,0.6175768602988497,0.12110118663161576,0.2245872071528774
58,2.61,0.001390950594343196,0.01597615044699418,0.03458555736996645,1.6398751266598015,0.24283164645579985,0.72702748909378,0.04209987190491383,0.003072786212972081,0.0,0.259166169157929,0.2836823153832279,0.2905714202907402,0.14902134388442198,0.6210328494125507,0.1220403444722289,0.22522702225419045
59,2.655,0.0014526534849188058,0.016684748848506268,0.03523507920387952,1.6364541516577575,0.2449036782859068,0.729613387346435,0.04229030569046485,0.0031436867603858434,0.0,0.26087182015221894,0.2854427983647817,0.2921838910901126,0.1496104261521273,0.6246193359459272,0.12305972877552515,0.2258608260114478
60,2.6999999999999997,0.0015175707092021753,0.017420869440680612,0.035886197103262484,1.6467315265776987,0.24695581882855722,0.7322526800315532,0.0424789774143939,0.0032197391283297883,0.0,0.26221109582125113,0.2870674347608724,0.293636947389539,0.14978837251268995,0.6287143142921657,0.12404810360599137,0.226607786545694
61,2.745,0.00158377019220788,0.018185502428417783,0.03653825712545407,1.6427427067481741,0.2490210228551812,0.7350499954266665,0.042663929019311354,0.003294046004296529,0.0,0.26334721207101686,0.28844830275453925,0.29512698811143745,0.15012949207402054,0.6323619043572025,0.12492925395564006,0.22718404945494522
62,2.79,0.0016536927358222146,0.018979666605101517,0.03719193568519729,1.6362795513492905,0.2510648675635017,0.738060271134616,0.04284420375350489,0.003373897895985493,0.0,0.26468461606399984,0.2899916354459237,0.29661936310222703,0.1504788610191804,0.6364150297304907,0.125706789871866,0.22766908374493022
63,2.835,0.001725895061010764,0.01980440963345658,0.03784551813195277,1.6298992306183933,0.25311832400662254,0.7406934788185187,0.043019925490417915,0.0034532498467240466,0.0,0.26539602708552246,0.2910933346800455,0.2979767890415486,0.15096520411536868,0.6397656487118389,0.12628722914453902,0.22814050975915515
64,2.88,0.0018013893137447667,0.02066080828757593,0.03850199661939977,1.6249287800197136,0.2551702221970549,0.7436998517992128,0.043192087238071206,0.003532574670656152,0.0,0.267207412691425,0.29313585178543455,0.2999161191442995,0.15195720058722095,0.6441409590924904,0.1271576933714016,0.2286868565644397
65,2.925,0.0018793937509414547,0.021549968653319793,0.03916081104713046,1.6458284999524926,0.2572187892696025,0.7461993670314622,0.04336174193287498,0.003612362473610351,0.0,0.2688071956957309,0.29492324542139603,0.30127567159266,0.15210519033071646,0.6479534467919655,0.12801150884055726,0.22929483487847752
66,2.9699999999999998,0.0019603103391787617,0.022473026284327957,0.03982093187349607,1.6738567091214984,0.25927087342014693,0.7489154770966432,0.0435312387378692,0.003688150196880484,0.0,0.2699079089532282,0.29642329018579616,0.30201896273105117,0.15185306282804356,0.6512727544689123,0.12875871463325964,0.23007838489457194
67,3.0149999999999997,0.0020431318445573465,0.023431146310948697,0.04048411304369458,1.6976800340386509,0.26131163798855,0.7518689225406667,0.04370062287452911,0.0037565292877917017,0.0,0.2714643690413672,0.29809543817328416,0.30267244068741583,0.15124746348177084,0.655035043174639,0.12958382887088848,0.23085097541038077
68,3.06,0.002130415535888584,0.02442552349947547,0.04114926681790671,1.731688255397297,0.26336125601507215,0.7545816954546575,0.04386760061708178,0.0038197287954136773,0.0,0.27257895577322355,0.29925562669289596,0.3033131659153545,0.15095346132322132,0.6576457580452535,0.13010460036716182,0.23142410486530232
69,3.105,0.0022212181101278075,0.025457382259196873,0.0418170719830666,1.7849402623339161,0.2654013844595832,0.7577760588257648,0.04403243140299851,0.0038818245324420473,0.0,0.27390691242771176,0.30063624952496326,0.3044231162048948,0.1513610495477113,0.66002362860855,0.13069698429796925,0.2320097616480853
70,3.15,0.002314737555473107,0.02652797659490781,0.04248593010828782,1.8330258244576179,0.2674415865440113,0.7605451829650876,0.04419399550315614,0.003942050960668034,0.0,0.27461426487615076,0.3014701039608915,0.30562644749472895,0.15207823215674848,0.6613064759824459,0.13109877206550552,0.23248501935490026
71,3.195,0.0024133556407002514,0.027638590002701174,0.04315531158543405,1.8842763480096845,0.2694714562242456,0.7633566143525763,0.04435271232996213,0.003996692162626693,0.0,0.2751332286805374,0.3019758930438923,0.3062117480204234,0.15250945446536518,0.6622625291457066,0.1316443904502557,0.23296878896153647
72,3.2399999999999998,0.0025153936639788796,0.028790535307060317,0.043826033716472576,1.9057667827004932,0.271492887228297,0.7663211267142329,0.04450889184509914,0.004045277627679391,0.0,0.27597127544095185,0.30270327807828634,0.30661540708003504,0.15302222926035952,0.6635529929751626,0.132425821394631,0.23346583509541327
73,3.2849999999999997,0.002620767327992767,0.029985154437503755,0.044497775900327885,1.9444853598880762,0.273521346945177,0.7692103396890849,0.04466244829857316,0.004091937540401348,0.0,0.27673480130273165,0.30338581741583953,0.3064364716160616,0.15195651744983735,0.6653199141470871,0.13328495915666225,0.23394567246933187
74,3.33,0.00273044081306431,0.031223818143294564,0.04516968072322007,1.9805106168063353,0.27555369687425735,0.7719320738366628,0.044812555432140126,0.004140285476299302,0.0,0.2771027103243767,0.30371935266192934,0.30680473114005463,0.15204993867328098,0.6662635226452331,0.13401437647394474,0.23434019032109055
75,3.375,0.0028442115612391135,0.032507925645017866,0.04584163958443637,2.0310665935145376,0.2775642327996084,0.774962066883334,0.044957787059568335,0.004189555970570571,0.0,0.2774056604443507,0.3039190785483306,0.30728568748261226,0.15268654096528853,0.6666894546396082,0.13467561517345875,0.2346006119676639
76,3.42,0.0029614799790491134,0.0338389042221493,0.04651458095901719,2.0497690314451424,0.27957762551312787,0.777472562913928,0.04510161746350726,0.004241284546696628,0.0,0.27791641922287075,0.30451670460065833,0.3075345300508554,0.15244810999549377,0.6684679341308327,0.1352633427130875,0.23513739325352181
77,3.465,0.003085551093041357,0.03521820873608494,0.047189851691860345,2.0524468635147155,0.2815950220083731,0.7801628124995679,0.04524510623138038,0.00428783760747848,0.0,0.27890285871563464,0.30548974318344824,0.3074195305860002,0.15185517143320543,0.6708518151749927,0.13604792029906548,0.23575701118340922
78,3.51,0.003212561921765606,0.03664732108847606,0.04786722604504748,2.0554000025406505,0.2836045578768192,0.7827206919541657,0.04538549504365439,0.004340138398700179,0.0,0.27987687204114453,0.3064439071362624,0.3077580367218978,0.1519806522424103,0.6733322911768543,0.13680028896544083,0.23615781972027952
79,3.5549999999999997,0.0033429620834615247,0.03812774961510932,0.04854703375979633,2.0553274265774233,0.28560613622149306,0.7855419716147987,0.04552401488998948,0.004396599977881163,0.0,0.28092114961735126,0.3075324388793039,0.30874656548457796,0.15238340900329134,0.6753591506100687,0.1374881956218119,0.23664910949536913
80,3.5999999999999996,0.0034790104618292288,0.039661028415990264,0.049229507057543524,2.078045658408585,0.2876052865441492,0.7883562927932484,0.045661266630183786,0.004452304984203661,0.0,0.28198752718912634,0.3086471163626414,0.3089471771850361,0.15153622262242242,0.6779935580606471,0.1380471863392836,0.23718281992692317
81,3.645,0.0036170901872535554,0.04124871662272419,0.04991662388708561,2.1366508140413005,0.2896074273950866,0.7910734508840995,0.045796103881576455,0.004513105143757787,0.0,0.2837134319119394,0.31026340486428255,0.31072045091862593,0.15224806201211125,0.6805391411672076,0.1386579623621583,0.23762267158353637
82,3.69,0.0037621830255745014,0.04289239760473723,0.05060846347738443,2.1847906868261915,0.29161498675602004,0.7937782364949009,0.04593115930361924,0.004581493299156037,0.0,0.2856210441375173,0.3122889383441238,0.3127242938391131,0.1534553143490413,0.6836984890060008,0.13932747565173467,0.2382922974628307
83,3.735,0.003913090057896742,0.04459367811634047,0.05130427035356867,2.2203777509878946,0.2936127010566274,0.7965126637953738,0.04606533352996654,0.004643996575543922,0.0,0.28715243490519055,0.313970428460553,0.3142871140163571,0.1541075150611343,0.6864158552495195,0.13988982548244205,0.238858502553098
84,3.78,0.004066046541411364,0.04635418738710403,0.052003710179594244,2.2542482427854673,0.29559482628233297,0.7994817288198294,0.046198730675747784,0.004719649053413021,0.0,0.2886603682735987,0.31568668061157235,0.31535987972594504,0.15415958692948747,0.6893489940625361,0.14062454855151713,0.23944473124834645
85,3.8249999999999997,0.004229289879712646,0.04817557615847323,0.052704780078004325,2.316086499234226,0.29758495397127155,0.8021313171603479,0.04633055353790732,0.004797514293526858,0.0,0.28939995668794155,0.3166405479131337,0.31663233975671573,0.15451175082587223,0.6914383832669163,0.14121994353693718,0.23994706191426748
86,3.8699999999999997,0.004400957288387131,0.05005951567001876,0.05340933875359034,2.3737707399285566,0.2995696383567206,0.8047985554060677,0.04645937342606609,0.004879063956987193,0.0,0.290599951971825,0.317838007769336,0.3180265490688635,0.1552206689971234,0.6933518634173746,0.14163325189009715,0.24031981880616948
87,3.915,0.004576807825390356,0.05200769659916204,0.05411680692791145,2.437175433078132,0.30156447842111817,0.8076589803690569,0.046587434262716644,0.0049626182638772024,0.0,0.2917363202266343,0.3190770566320837,0.31889592019038093,0.1550678631042155,0.6962824905900348,0.14256643426692672,0.24087292324001108
88,3.96,0.004756642823027392,0.054021827958650445,0.05482633205405473,2.461713292607553,0.30355229067876544,0.8106318031762281,0.04671387657176292,0.0050458236715316,0.0,0.2925547055029271,0.31994570106597475,0.3194805359779133,0.15500224891780637,0.6984726697642818,0.14340289425006902,0.2413433746731107
89,4.005,0.004942248999185481,0.05610363595646787,0.055537506734082774,2.480947555421873,0.3055334338112376,0.8133581696519588,0.046838063652263895,0.0051327041707718915,0.0,0.2933077893044773,0.32078424113816056,0.3204157903866358,0.15513172453550605,0.7006992266722455,0.1443578154605955,0.24176127007390202
90,4.05,0.005135553355433982,0.05825486282324991,0.05625191561530117,2.51367754282643,0.307520420920883,0.8164826620045684,0.04696325975569425,0.005231697109840254,0.0,0.2946251343296678,0.3223650685663407,0.3223086028915404,0.1562933371164471,0.7034896788468082,0.14541293115198048,0.24245973449985153
91,4.095,0.0053339320632835845,0.06047726561262309,0.056970560508620295,2.548196944836761,0.30949610399504884,0.8195181183886658,0.0470893142589444,0.005329494747530917,0.0,0.29619355579736134,0.32415537277134515,0.3239308496768866,0.1570922337379282,0.7065232827416558,0.14627784016795822,0.24315110866566744
